Ticket Id,Student or WP,Program Name,Status (Ticket),Created Time (Ticket),Ticket Closed Time,First Response Time,Project Phase,resolution_time_hours,resolution_zscore,is_outlier_iqr,resolution_time_capped,is_outlier
6624.0,Student,Fullstack Program,Closed,2021-05-16 12:08:00,2021-05-18 19:14:00,18-05-2021 19:13,fullstack-phase-1,55.1,1.3913112239487688,False,55.1,False
6629.0,Student,Fullstack Program,Closed,2021-05-16 12:08:00,2021-05-18 18:47:00,16-05-2021 12:08,system-issues,54.65,1.3729555276928496,False,54.65,False
6616.0,Student,Fullstack Program,Closed,2021-05-16 12:07:00,2021-05-18 19:14:00,16-05-2021 12:08,fullstack-phase-1,55.11666666666667,1.3919910645508398,False,55.11666666666667,False
6625.0,Student,Fullstack Program,Resolved,2021-05-16 12:08:00,2021-05-18 22:10:00,18-05-2021 19:15,fullstack-phase-1,58.03333333333333,1.5109631699132782,False,58.03333333333333,False
6633.0,Student,Fullstack Program,Closed,2021-05-16 12:09:00,2021-05-20 11:24:00,16-05-2021 20:20,fullstack-phase-4,95.25,3.0290472343379933,True,86.10624999999999,True
6641.0,Student,Fullstack Program,Closed,2021-05-16 12:10:00,2021-05-16 19:25:00,16-05-2021 12:10,fullstack-phase-2,7.25,0.5605111445972936,False,7.25,False
6618.0,Working Professionals,Backend Program,Duplicate,2021-05-16 12:07:00,2021-05-18 11:13:00,16-05-2021 12:10,trial phase,47.1,1.064987734954652,False,47.1,False
6619.0,Working Professionals,Fullstack Program,Closed,2021-05-16 12:08:00,2021-05-16 12:31:00,16-05-2021 12:31,fullstack-phase-3,0.38333333333333336,0.8406054726505773,False,0.38333333333333336,False
6628.0,Working Professionals,Backend Program,Closed,2021-05-16 12:08:00,2021-05-16 12:51:00,16-05-2021 12:09,fullstack-phase-2,0.7166666666666667,0.8270086606091558,False,0.7166666666666667,False
6631.0,Student,Fullstack Program,Closed,2021-05-16 12:09:00,2021-05-17 11:54:00,16-05-2021 12:09,fullstack-phase-1,23.75,0.11253105145307278,False,23.75,False
6640.0,Student,Fullstack Program,Closed,2021-05-16 12:09:00,2021-05-18 20:11:00,16-05-2021 19:27,fullstack-phase-4,56.03333333333333,1.429382297664749,False,56.03333333333333,False
6651.0,Student,Fullstack Program,Deleted,2021-05-16 12:11:00,2021-05-16 12:23:00,,fullstack-phase-1,0.2,0.8480837192733591,False,0.2,False
6632.0,Student,Fullstack Program,Deleted,2021-05-16 12:09:00,2021-05-16 16:56:00,,system-issues,4.783333333333333,0.661127553703813,False,4.783333333333333,False
6635.0,Student,Fullstack Program,Closed,2021-05-16 12:09:00,2021-05-16 15:37:00,16-05-2021 15:13,fullstack-phase-3,3.466666666666667,0.714834961267428,False,3.466666666666667,False
6639.0,Working Professionals,Backend Program,Closed,2021-05-16 12:09:00,2021-05-17 11:55:00,16-05-2021 12:10,trial phase,23.766666666666666,0.11321089205514383,False,23.766666666666666,False
6642.0,Working Professionals,Backend Program,Closed,2021-05-16 12:10:00,2021-05-20 11:24:00,16-05-2021 12:11,backend-phase2,95.23333333333333,3.0283673937359223,True,86.10624999999999,True
6649.0,Working Professionals,Fullstack Program,Closed,2021-05-16 12:10:00,2021-05-18 23:27:00,18-05-2021 19:13,fullstack-phase-2,59.28333333333333,1.561951215068609,False,59.28333333333333,False
6626.0,Student,Fullstack Program,Duplicate,2021-05-16 12:08:00,2021-05-18 11:14:00,,fullstack-phase-4,47.1,1.064987734954652,False,47.1,False
6630.0,Working Professionals,Backend Program,Closed,2021-05-16 12:08:00,2021-05-17 11:54:00,16-05-2021 12:10,system-issues,23.766666666666666,0.11321089205514383,False,23.766666666666666,False
6634.0,Working Professionals,Backend Program,Closed,2021-05-16 12:09:00,2021-05-17 11:54:00,16-05-2021 12:09,backend-phase2,23.75,0.11253105145307278,False,23.75,False
