Ticket Id,Student or WP,Program Name,Status (Ticket),Created Time (Ticket),Ticket Closed Time,First Response Time,Project Phase,day_of_week,hour,day_number,week_num,month,days_since_last_ticket
6535.0,Working Professionals,Backend Program,Duplicate,2021-05-15 07:22:00,16-05-2021 21:25,,backend-phase2,Saturday,7.0,15.0,19,5.0,1908.0
6556.0,Working Professionals,Fullstack Program,Closed,2021-05-15 12:27:00,16-05-2021 12:32,15-05-2021 12:32,fullstack-phase-2,Saturday,12.0,15.0,19,5.0,1907.0
6479.0,Student,Fullstack Program,Closed,2021-05-14 19:03:00,16-05-2021 12:38,14-05-2021 20:28,fullstack-phase-2,Friday,19.0,14.0,19,5.0,1908.0
6488.0,Working Professionals,Fellowship Program,Deleted,2021-05-14 19:43:00,14-05-2021 19:43,,fellowship-phase-1,Friday,19.0,14.0,19,5.0,1908.0
6489.0,Working Professionals,Fellowship Program,Closed,2021-05-14 19:43:00,17-05-2021 22:19,16-05-2021 12:08,fellowship-phase-1,Friday,19.0,14.0,19,5.0,1908.0
6507.0,Working Professionals,Backend Program,Duplicate,2021-05-14 20:39:00,17-05-2021 22:19,,backend-phase1,Friday,20.0,14.0,19,5.0,1908.0
6478.0,Working Professionals,Fullstack Program,Closed,2021-05-14 18:45:00,16-05-2021 20:38,14-05-2021 21:01,fullstack-phase-4,Friday,18.0,14.0,19,5.0,1908.0
6500.0,Working Professionals,Backend Program,Closed,2021-05-14 20:10:00,17-05-2021 11:47,14-05-2021 20:11,backend-phase2,Friday,20.0,14.0,19,5.0,1908.0
6510.0,Student,Fullstack Program,Duplicate,2021-05-14 21:11:00,17-05-2021 11:48,14-05-2021 23:08,trial phase,Friday,21.0,14.0,19,5.0,1908.0
6543.0,Student,Fullstack Program,Closed,2021-05-15 09:21:00,15-05-2021 14:17,15-05-2021 14:17,fullstack-phase-3,Saturday,9.0,15.0,19,5.0,1908.0
6503.0,Working Professionals,Fullstack Program,Closed,2021-05-14 20:31:00,14-05-2021 21:06,14-05-2021 20:34,fullstack-phase-2,Friday,20.0,14.0,19,5.0,1908.0
6508.0,Working Professionals,Backend Program,Closed,2021-05-14 20:40:00,18-05-2021 22:11,14-05-2021 22:35,system-issues,Friday,20.0,14.0,19,5.0,1908.0
6509.0,Student,Fullstack Program,Closed,2021-05-14 21:03:00,17-05-2021 11:48,14-05-2021 22:00,fullstack-phase-2,Friday,21.0,14.0,19,5.0,1908.0
6518.0,Working Professionals,Fullstack Program,Duplicate,2021-05-14 21:51:00,14-05-2021 21:55,,fullstack-phase-1,Friday,21.0,14.0,19,5.0,1908.0
6533.0,Working Professionals,Fullstack Program,Closed,2021-05-15 03:23:00,16-05-2021 12:48,15-05-2021 11:59,fullstack-phase-2,Saturday,3.0,15.0,19,5.0,1908.0
6519.0,Working Professionals,Fullstack Program,Closed,2021-05-14 21:52:00,16-05-2021 12:37,14-05-2021 21:55,fullstack-phase-1,Friday,21.0,14.0,19,5.0,1908.0
6526.0,Student,Fullstack Program,Duplicate,2021-05-14 23:05:00,15-05-2021 14:31,,fullstack-phase-1,Friday,23.0,14.0,19,5.0,1908.0
6541.0,Student,Fullstack Program,Closed,2021-05-15 09:10:00,16-05-2021 12:48,15-05-2021 11:46,fullstack-phase-1,Saturday,9.0,15.0,19,5.0,1908.0
6542.0,Student,Fullstack Program,Deleted,2021-05-15 09:15:00,15-05-2021 09:20,,fullstack-phase-3,Saturday,9.0,15.0,19,5.0,1908.0
6547.0,Working Professionals,Fullstack Program,Closed,2021-05-15 10:37:00,16-05-2021 12:48,16-05-2021 12:39,fullstack-phase-2,Saturday,10.0,15.0,19,5.0,1908.0
6534.0,Working Professionals,Backend Program,Deleted,2021-05-15 07:20:00,15-05-2021 07:21,,backend-phase2,Saturday,7.0,15.0,19,5.0,1908.0
6545.0,Working Professionals,Backend Program,Closed,2021-05-15 10:14:00,17-05-2021 11:49,15-05-2021 10:36,system-issues,Saturday,10.0,15.0,19,5.0,1908.0
6550.0,Working Professionals,Backend Program,Closed,2021-05-15 11:19:00,16-05-2021 21:22,16-05-2021 12:07,backend-phase2,Saturday,11.0,15.0,19,5.0,1907.0
6561.0,Working Professionals,Fullstack Program,Deleted,2021-05-15 13:23:00,15-05-2021 13:52,,fullstack-phase-3,Saturday,13.0,15.0,19,5.0,1907.0
6568.0,Working Professionals,Fellowship Program,Deleted,2021-05-15 14:44:00,15-05-2021 15:04,,fellowship-phase-1,Saturday,14.0,15.0,19,5.0,1907.0
6536.0,Working Professionals,Backend Program,Closed,2021-05-15 07:32:00,17-05-2021 22:20,15-05-2021 14:18,backend-phase2,Saturday,7.0,15.0,19,5.0,1908.0
6555.0,Working Professionals,Fullstack Program,Closed,2021-05-15 12:27:00,15-05-2021 14:14,15-05-2021 12:45,fullstack-phase-2,Saturday,12.0,15.0,19,5.0,1907.0
6567.0,Working Professionals,Backend Program,Deleted,2021-05-15 14:43:00,15-05-2021 14:43,,trial phase,Saturday,14.0,15.0,19,5.0,1907.0
6622.0,Working Professionals,Backend Program,Closed,2021-05-16 12:08:00,17-05-2021 11:52,16-05-2021 12:08,backend-phase-3,Sunday,12.0,16.0,19,5.0,1906.0
6627.0,Student,Fullstack Program,Waiting for mentor response,2021-05-16 12:08:00,-,16-05-2021 22:30,fullstack-phase-4,Sunday,12.0,16.0,19,5.0,1906.0
6646.0,Working Professionals,Fullstack Program,Closed,2021-05-16 12:10:00,18-05-2021 20:12,16-05-2021 12:10,fullstack-phase-1,Sunday,12.0,16.0,19,5.0,1906.0
6553.0,Working Professionals,Fullstack Program,Closed,2021-05-15 12:09:00,17-05-2021 11:50,16-05-2021 12:07,fellowship-phase-1,Saturday,12.0,15.0,19,5.0,1907.0
6558.0,Student,Fullstack Program,Closed,2021-05-15 12:47:00,16-05-2021 12:32,15-05-2021 14:12,fullstack-phase-3,Saturday,12.0,15.0,19,5.0,1907.0
6559.0,Student,Fullstack Program,Closed,2021-05-15 12:50:00,16-05-2021 12:32,16-05-2021 12:08,fullstack-phase-3,Saturday,12.0,15.0,19,5.0,1907.0
6565.0,Student,Backend Program,Closed,2021-05-15 14:24:00,18-05-2021 20:37,15-05-2021 14:46,backend-phase1,Saturday,14.0,15.0,19,5.0,1907.0
6554.0,Working Professionals,Fullstack Program,Deleted,2021-05-15 12:13:00,15-05-2021 12:42,,fullstack-phase-1,Saturday,12.0,15.0,19,5.0,1907.0
6575.0,Working Professionals,Fellowship Program,Closed,2021-05-15 15:06:00,18-05-2021 19:14,18-05-2021 19:11,fellowship-phase-1,Saturday,15.0,15.0,19,5.0,1907.0
6617.0,Working Professionals,Backend Program,Closed,2021-05-16 12:07:00,18-05-2021 11:13,16-05-2021 12:10,trial phase,Sunday,12.0,16.0,19,5.0,1906.0
6621.0,Working Professionals,Fullstack Program,Closed,2021-05-16 12:08:00,17-05-2021 11:52,16-05-2021 12:27,system-issues,Sunday,12.0,16.0,19,5.0,1906.0
6636.0,Working Professionals,Fullstack Program,Closed,2021-05-16 12:09:00,17-05-2021 19:33,16-05-2021 12:09,system-issues,Sunday,12.0,16.0,19,5.0,1906.0
6577.0,Working Professionals,Backend Program,Closed,2021-05-15 15:25:00,17-05-2021 22:23,15-05-2021 15:47,backend-phase2,Saturday,15.0,15.0,19,5.0,1907.0
6615.0,Student,Fullstack Program,Closed,2021-05-16 12:07:00,16-05-2021 12:31,16-05-2021 12:09,fullstack-phase-1,Sunday,12.0,16.0,19,5.0,1906.0
6620.0,Working Professionals,Backend Program,Closed,2021-05-16 12:08:00,17-05-2021 11:52,16-05-2021 12:11,backend-phase1,Sunday,12.0,16.0,19,5.0,1906.0
6623.0,Working Professionals,Fullstack Program,Closed,2021-05-16 12:08:00,18-05-2021 19:14,16-05-2021 14:59,fullstack-phase-3,Sunday,12.0,16.0,19,5.0,1906.0
6624.0,Student,Fullstack Program,Closed,2021-05-16 12:08:00,18-05-2021 19:14,18-05-2021 19:13,fullstack-phase-1,Sunday,12.0,16.0,19,5.0,1906.0
6629.0,Student,Fullstack Program,Closed,2021-05-16 12:08:00,18-05-2021 18:47,16-05-2021 12:08,system-issues,Sunday,12.0,16.0,19,5.0,1906.0
6616.0,Student,Fullstack Program,Closed,2021-05-16 12:07:00,18-05-2021 19:14,16-05-2021 12:08,fullstack-phase-1,Sunday,12.0,16.0,19,5.0,1906.0
6625.0,Student,Fullstack Program,Resolved,2021-05-16 12:08:00,18-05-2021 22:10,18-05-2021 19:15,fullstack-phase-1,Sunday,12.0,16.0,19,5.0,1906.0
6633.0,Student,Fullstack Program,Closed,2021-05-16 12:09:00,20-05-2021 11:24,16-05-2021 20:20,fullstack-phase-4,Sunday,12.0,16.0,19,5.0,1906.0
6641.0,Student,Fullstack Program,Closed,2021-05-16 12:10:00,16-05-2021 19:25,16-05-2021 12:10,fullstack-phase-2,Sunday,12.0,16.0,19,5.0,1906.0
6618.0,Working Professionals,Backend Program,Duplicate,2021-05-16 12:07:00,18-05-2021 11:13,16-05-2021 12:10,trial phase,Sunday,12.0,16.0,19,5.0,1906.0
6619.0,Working Professionals,Fullstack Program,Closed,2021-05-16 12:08:00,16-05-2021 12:31,16-05-2021 12:31,fullstack-phase-3,Sunday,12.0,16.0,19,5.0,1906.0
6628.0,Working Professionals,Backend Program,Closed,2021-05-16 12:08:00,16-05-2021 12:51,16-05-2021 12:09,fullstack-phase-2,Sunday,12.0,16.0,19,5.0,1906.0
6631.0,Student,Fullstack Program,Closed,2021-05-16 12:09:00,17-05-2021 11:54,16-05-2021 12:09,fullstack-phase-1,Sunday,12.0,16.0,19,5.0,1906.0
6640.0,Student,Fullstack Program,Closed,2021-05-16 12:09:00,18-05-2021 20:11,16-05-2021 19:27,fullstack-phase-4,Sunday,12.0,16.0,19,5.0,1906.0
6651.0,Student,Fullstack Program,Deleted,2021-05-16 12:11:00,16-05-2021 12:23,,fullstack-phase-1,Sunday,12.0,16.0,19,5.0,1906.0
6632.0,Student,Fullstack Program,Deleted,2021-05-16 12:09:00,16-05-2021 16:56,,system-issues,Sunday,12.0,16.0,19,5.0,1906.0
6635.0,Student,Fullstack Program,Closed,2021-05-16 12:09:00,16-05-2021 15:37,16-05-2021 15:13,fullstack-phase-3,Sunday,12.0,16.0,19,5.0,1906.0
6639.0,Working Professionals,Backend Program,Closed,2021-05-16 12:09:00,17-05-2021 11:55,16-05-2021 12:10,trial phase,Sunday,12.0,16.0,19,5.0,1906.0
6642.0,Working Professionals,Backend Program,Closed,2021-05-16 12:10:00,20-05-2021 11:24,16-05-2021 12:11,backend-phase2,Sunday,12.0,16.0,19,5.0,1906.0
6649.0,Working Professionals,Fullstack Program,Closed,2021-05-16 12:10:00,18-05-2021 23:27,18-05-2021 19:13,fullstack-phase-2,Sunday,12.0,16.0,19,5.0,1906.0
6626.0,Student,Fullstack Program,Duplicate,2021-05-16 12:08:00,18-05-2021 11:14,,fullstack-phase-4,Sunday,12.0,16.0,19,5.0,1906.0
6630.0,Working Professionals,Backend Program,Closed,2021-05-16 12:08:00,17-05-2021 11:54,16-05-2021 12:10,system-issues,Sunday,12.0,16.0,19,5.0,1906.0
6634.0,Working Professionals,Backend Program,Closed,2021-05-16 12:09:00,17-05-2021 11:54,16-05-2021 12:09,backend-phase2,Sunday,12.0,16.0,19,5.0,1906.0
6637.0,Working Professionals,Fullstack Program,Closed,2021-05-16 12:09:00,18-05-2021 22:08,18-05-2021 22:08,trial phase,Sunday,12.0,16.0,19,5.0,1906.0
6638.0,Working Professionals,Backend Program,Closed,2021-05-16 12:09:00,17-05-2021 11:55,17-05-2021 07:56,backend-phase2,Sunday,12.0,16.0,19,5.0,1906.0
