Ticket Id,Student or WP,Program Name,Status (Ticket),Created Time (Ticket),Ticket Closed Time,First Response Time,Project Phase
6535.0,Working Professionals,Backend Program,Duplicate,15-05-2021 07:22,16-05-2021 21:25,,backend-phase2
6556.0,Working Professionals,Fullstack Program,Closed,15-05-2021 12:27,16-05-2021 12:32,15-05-2021 12:32,fullstack-phase-2
6479.0,Student,Fullstack Program,Closed,14-05-2021 19:03,16-05-2021 12:38,14-05-2021 20:28,fullstack-phase-2
6488.0,Working Professionals,Fellowship Program,Deleted,14-05-2021 19:43,14-05-2021 19:43,,fellowship-phase-1
6489.0,Working Professionals,Fellowship Program,Closed,14-05-2021 19:43,17-05-2021 22:19,16-05-2021 12:08,fellowship-phase-1
6507.0,Working Professionals,Backend Program,Duplicate,14-05-2021 20:39,17-05-2021 22:19,,backend-phase1
6478.0,Working Professionals,Fullstack Program,Closed,14-05-2021 18:45,16-05-2021 20:38,14-05-2021 21:01,fullstack-phase-4
6500.0,Working Professionals,Backend Program,Closed,14-05-2021 20:10,17-05-2021 11:47,14-05-2021 20:11,backend-phase2
6510.0,Student,Fullstack Program,Duplicate,14-05-2021 21:11,17-05-2021 11:48,14-05-2021 23:08,trial phase
6543.0,Student,Fullstack Program,Closed,15-05-2021 09:21,15-05-2021 14:17,15-05-2021 14:17,fullstack-phase-3
6503.0,Working Professionals,Fullstack Program,Closed,14-05-2021 20:31,14-05-2021 21:06,14-05-2021 20:34,fullstack-phase-2
6508.0,Working Professionals,Backend Program,Closed,14-05-2021 20:40,18-05-2021 22:11,14-05-2021 22:35,system-issues
6509.0,Student,Fullstack Program,Closed,14-05-2021 21:03,17-05-2021 11:48,14-05-2021 22:00,fullstack-phase-2
6518.0,Working Professionals,Fullstack Program,Duplicate,14-05-2021 21:51,14-05-2021 21:55,,fullstack-phase-1
6533.0,Working Professionals,Fullstack Program,Closed,15-05-2021 03:23,16-05-2021 12:48,15-05-2021 11:59,fullstack-phase-2
6519.0,Working Professionals,Fullstack Program,Closed,14-05-2021 21:52,16-05-2021 12:37,14-05-2021 21:55,fullstack-phase-1
6526.0,Student,Fullstack Program,Duplicate,14-05-2021 23:05,15-05-2021 14:31,,fullstack-phase-1
6541.0,Student,Fullstack Program,Closed,15-05-2021 09:10,16-05-2021 12:48,15-05-2021 11:46,fullstack-phase-1
6542.0,Student,Fullstack Program,Deleted,15-05-2021 09:15,15-05-2021 09:20,,fullstack-phase-3
6547.0,Working Professionals,Fullstack Program,Closed,15-05-2021 10:37,16-05-2021 12:48,16-05-2021 12:39,fullstack-phase-2
6534.0,Working Professionals,Backend Program,Deleted,15-05-2021 07:20,15-05-2021 07:21,,backend-phase2
6545.0,Working Professionals,Backend Program,Closed,15-05-2021 10:14,17-05-2021 11:49,15-05-2021 10:36,system-issues
6550.0,Working Professionals,Backend Program,Closed,15-05-2021 11:19,16-05-2021 21:22,16-05-2021 12:07,backend-phase2
6561.0,Working Professionals,Fullstack Program,Deleted,15-05-2021 13:23,15-05-2021 13:52,,fullstack-phase-3
6568.0,Working Professionals,Fellowship Program,Deleted,15-05-2021 14:44,15-05-2021 15:04,,fellowship-phase-1
6536.0,Working Professionals,Backend Program,Closed,15-05-2021 07:32,17-05-2021 22:20,15-05-2021 14:18,backend-phase2
6555.0,Working Professionals,Fullstack Program,Closed,15-05-2021 12:27,15-05-2021 14:14,15-05-2021 12:45,fullstack-phase-2
6567.0,Working Professionals,Backend Program,Deleted,15-05-2021 14:43,15-05-2021 14:43,,trial phase
6622.0,Working Professionals,Backend Program,Closed,16-05-2021 12:08,17-05-2021 11:52,16-05-2021 12:08,backend-phase-3
6627.0,Student,Fullstack Program,Waiting for mentor response,16-05-2021 12:08,-,16-05-2021 22:30,fullstack-phase-4
6646.0,Working Professionals,Fullstack Program,Closed,16-05-2021 12:10,18-05-2021 20:12,16-05-2021 12:10,fullstack-phase-1
6553.0,Working Professionals,Fullstack Program,Closed,15-05-2021 12:09,17-05-2021 11:50,16-05-2021 12:07,fellowship-phase-1
6558.0,Student,Fullstack Program,Closed,15-05-2021 12:47,16-05-2021 12:32,15-05-2021 14:12,fullstack-phase-3
6559.0,Student,Fullstack Program,Closed,15-05-2021 12:50,16-05-2021 12:32,16-05-2021 12:08,fullstack-phase-3
6565.0,Student,Backend Program,Closed,15-05-2021 14:24,18-05-2021 20:37,15-05-2021 14:46,backend-phase1
6554.0,Working Professionals,Fullstack Program,Deleted,15-05-2021 12:13,15-05-2021 12:42,,fullstack-phase-1
6575.0,Working Professionals,Fellowship Program,Closed,15-05-2021 15:06,18-05-2021 19:14,18-05-2021 19:11,fellowship-phase-1
6617.0,Working Professionals,Backend Program,Closed,16-05-2021 12:07,18-05-2021 11:13,16-05-2021 12:10,trial phase
6621.0,Working Professionals,Fullstack Program,Closed,16-05-2021 12:08,17-05-2021 11:52,16-05-2021 12:27,system-issues
6636.0,Working Professionals,Fullstack Program,Closed,16-05-2021 12:09,17-05-2021 19:33,16-05-2021 12:09,system-issues
6577.0,Working Professionals,Backend Program,Closed,15-05-2021 15:25,17-05-2021 22:23,15-05-2021 15:47,backend-phase2
6615.0,Student,Fullstack Program,Closed,16-05-2021 12:07,16-05-2021 12:31,16-05-2021 12:09,fullstack-phase-1
6620.0,Working Professionals,Backend Program,Closed,16-05-2021 12:08,17-05-2021 11:52,16-05-2021 12:11,backend-phase1
6623.0,Working Professionals,Fullstack Program,Closed,16-05-2021 12:08,18-05-2021 19:14,16-05-2021 14:59,fullstack-phase-3
6624.0,Student,Fullstack Program,Closed,16-05-2021 12:08,18-05-2021 19:14,18-05-2021 19:13,fullstack-phase-1
6629.0,Student,Fullstack Program,Closed,16-05-2021 12:08,18-05-2021 18:47,16-05-2021 12:08,system-issues
6616.0,Student,Fullstack Program,Closed,16-05-2021 12:07,18-05-2021 19:14,16-05-2021 12:08,fullstack-phase-1
6625.0,Student,Fullstack Program,Resolved,16-05-2021 12:08,18-05-2021 22:10,18-05-2021 19:15,fullstack-phase-1
6633.0,Student,Fullstack Program,Closed,16-05-2021 12:09,20-05-2021 11:24,16-05-2021 20:20,fullstack-phase-4
6641.0,Student,Fullstack Program,Closed,16-05-2021 12:10,16-05-2021 19:25,16-05-2021 12:10,fullstack-phase-2
6618.0,Working Professionals,Backend Program,Duplicate,16-05-2021 12:07,18-05-2021 11:13,16-05-2021 12:10,trial phase
6619.0,Working Professionals,Fullstack Program,Closed,16-05-2021 12:08,16-05-2021 12:31,16-05-2021 12:31,fullstack-phase-3
6628.0,Working Professionals,Backend Program,Closed,16-05-2021 12:08,16-05-2021 12:51,16-05-2021 12:09,fullstack-phase-2
6631.0,Student,Fullstack Program,Closed,16-05-2021 12:09,17-05-2021 11:54,16-05-2021 12:09,fullstack-phase-1
6640.0,Student,Fullstack Program,Closed,16-05-2021 12:09,18-05-2021 20:11,16-05-2021 19:27,fullstack-phase-4
6651.0,Student,Fullstack Program,Deleted,16-05-2021 12:11,16-05-2021 12:23,,fullstack-phase-1
6632.0,Student,Fullstack Program,Deleted,16-05-2021 12:09,16-05-2021 16:56,,system-issues
6635.0,Student,Fullstack Program,Closed,16-05-2021 12:09,16-05-2021 15:37,16-05-2021 15:13,fullstack-phase-3
6639.0,Working Professionals,Backend Program,Closed,16-05-2021 12:09,17-05-2021 11:55,16-05-2021 12:10,trial phase
6642.0,Working Professionals,Backend Program,Closed,16-05-2021 12:10,20-05-2021 11:24,16-05-2021 12:11,backend-phase2
6649.0,Working Professionals,Fullstack Program,Closed,16-05-2021 12:10,18-05-2021 23:27,18-05-2021 19:13,fullstack-phase-2
6626.0,Student,Fullstack Program,Duplicate,16-05-2021 12:08,18-05-2021 11:14,,fullstack-phase-4
6630.0,Working Professionals,Backend Program,Closed,16-05-2021 12:08,17-05-2021 11:54,16-05-2021 12:10,system-issues
6634.0,Working Professionals,Backend Program,Closed,16-05-2021 12:09,17-05-2021 11:54,16-05-2021 12:09,backend-phase2
6637.0,Working Professionals,Fullstack Program,Closed,16-05-2021 12:09,18-05-2021 22:08,18-05-2021 22:08,trial phase
6638.0,Working Professionals,Backend Program,Closed,16-05-2021 12:09,17-05-2021 11:55,17-05-2021 07:56,backend-phase2
6647.0,Working Professionals,Backend Program,Closed,16-05-2021 12:10,17-05-2021 11:57,17-05-2021 11:57,trial phase
6644.0,Student,Fullstack Program,Closed,16-05-2021 12:10,16-05-2021 19:24,16-05-2021 12:28,fullstack-phase-2
6652.0,Working Professionals,Backend Program,Closed,16-05-2021 12:11,16-05-2021 21:25,16-05-2021 12:11,backend-phase2
6653.0,Working Professionals,Fullstack Program,Closed,16-05-2021 12:11,16-05-2021 21:42,16-05-2021 12:11,system-issues
6656.0,Working Professionals,Fullstack Program,Closed,16-05-2021 12:11,16-05-2021 21:42,16-05-2021 17:03,fullstack-phase-2
6661.0,Working Professionals,Fullstack Program,Duplicate,16-05-2021 12:11,16-05-2021 14:18,16-05-2021 14:18,fullstack-phase-1
6643.0,Working Professionals,Backend Program,Closed,16-05-2021 12:10,17-05-2021 11:57,16-05-2021 12:11,backend-phase1
6648.0,Working Professionals,Fullstack Program,Duplicate,16-05-2021 12:10,16-05-2021 12:25,,fullstack-phase-1
6660.0,Working Professionals,Fullstack Program,Duplicate,16-05-2021 12:11,16-05-2021 14:18,,fullstack-phase-1
6664.0,Working Professionals,Fullstack Program,Closed,16-05-2021 12:13,16-05-2021 21:40,16-05-2021 12:20,fullstack-phase-2
6682.0,Working Professionals,Fullstack Program,Closed,16-05-2021 14:58,18-05-2021 19:13,16-05-2021 15:02,fullstack-phase-2
6645.0,Working Professionals,Backend Program,Closed,16-05-2021 12:10,18-05-2021 21:22,16-05-2021 12:10,trial phase
6662.0,Working Professionals,Backend Program,Closed,16-05-2021 12:11,16-05-2021 21:41,16-05-2021 17:02,system-issues
6665.0,Student,Fullstack Program,Closed,16-05-2021 12:24,16-05-2021 21:40,16-05-2021 19:24,fullstack-phase-1
6667.0,Working Professionals,Backend Program,Closed,16-05-2021 12:56,16-05-2021 21:25,16-05-2021 13:07,backend-phase-3
6670.0,Working Professionals,Backend Program,Closed,16-05-2021 13:32,17-05-2021 22:35,16-05-2021 14:02,backend-phase1
6672.0,Working Professionals,Fullstack Program,Closed,16-05-2021 13:41,17-05-2021 12:01,16-05-2021 18:53,fullstack-phase-2
6657.0,Working Professionals,Fullstack Program,Duplicate,16-05-2021 12:11,17-05-2021 12:05,17-05-2021 12:05,fullstack-phase-1
6658.0,Working Professionals,Fullstack Program,Closed,16-05-2021 12:11,17-05-2021 11:59,16-05-2021 14:19,fullstack-phase-1
6659.0,Working Professionals,Fullstack Program,Closed,16-05-2021 12:11,17-05-2021 11:59,16-05-2021 14:16,fullstack-phase-1
6671.0,Working Professionals,Backend Program,Closed,16-05-2021 13:39,17-05-2021 12:01,16-05-2021 17:51,trial phase
6683.0,Working Professionals,Fullstack Program,Closed,16-05-2021 14:59,16-05-2021 19:21,16-05-2021 18:38,fullstack-phase-4
6685.0,Student,Backend Program,Closed,16-05-2021 15:17,16-05-2021 19:19,16-05-2021 16:59,trial phase
6666.0,Working Professionals,Fullstack Program,Closed,16-05-2021 12:34,16-05-2021 21:39,16-05-2021 15:01,fullstack-phase-2
6675.0,Working Professionals,Backend Program,Closed,16-05-2021 13:58,17-05-2021 22:35,16-05-2021 14:00,backend-phase1
6679.0,Working Professionals,Backend Program,Deleted,16-05-2021 14:52,16-05-2021 15:25,,trial phase
6730.0,Working Professionals,Backend Program,Duplicate,16-05-2021 19:42,16-05-2021 21:16,,backend-phase2
6650.0,Working Professionals,Fullstack Program,Closed,16-05-2021 12:11,18-05-2021 20:38,18-05-2021 19:15,fullstack-phase-1
6654.0,Working Professionals,Fullstack Program,Duplicate,16-05-2021 12:11,16-05-2021 14:19,,fullstack-phase-2
6663.0,Working Professionals,Backend Program,Closed,16-05-2021 12:12,17-05-2021 12:00,16-05-2021 12:12,backend-phase2
6708.0,Working Professionals,Fullstack Program,Closed,16-05-2021 18:17,16-05-2021 19:17,16-05-2021 19:17,trial phase
6710.0,Working Professionals,Backend Program,Closed,16-05-2021 18:21,18-05-2021 23:28,16-05-2021 21:09,fullstack-phase-2
6720.0,Working Professionals,Backend Program,Closed,16-05-2021 19:13,16-05-2021 21:18,16-05-2021 19:20,backend-phase2
6669.0,Working Professionals,Fullstack Program,Closed,16-05-2021 13:13,19-05-2021 10:12,18-05-2021 19:15,fullstack-phase-1
6686.0,Student,Fellowship Program,Closed,16-05-2021 15:22,18-05-2021 19:13,17-05-2021 00:13,fellowship-phase-1
6691.0,Working Professionals,Fellowship Program,Closed,16-05-2021 15:43,18-05-2021 11:24,18-05-2021 19:13,fellowship-phase-1
6673.0,Working Professionals,Fullstack Program,Closed,16-05-2021 13:55,18-05-2021 19:13,16-05-2021 18:24,fullstack-phase-2
6680.0,Working Professionals,Fullstack Program,Closed,16-05-2021 14:53,16-05-2021 15:38,16-05-2021 15:06,fullstack-phase-2
6684.0,Working Professionals,Backend Program,Closed,16-05-2021 15:03,17-05-2021 12:03,16-05-2021 15:22,backend-phase-3
6700.0,Working Professionals,Backend Program,Closed,16-05-2021 16:30,16-05-2021 21:27,16-05-2021 16:32,backend-phase2
6702.0,Working Professionals,Fullstack Program,Closed,16-05-2021 17:17,16-05-2021 17:59,16-05-2021 17:18,fullstack-phase-3
6677.0,Student,Fellowship Program,Closed,16-05-2021 14:49,17-05-2021 22:35,18-05-2021 19:12,fellowship-phase-1
6687.0,Student,Fellowship Program,Duplicate,16-05-2021 15:22,18-05-2021 23:28,,fellowship-phase-1
6690.0,Student,Fellowship Program,Closed,16-05-2021 15:43,18-05-2021 17:06,18-05-2021 19:24,fellowship-phase-1
6701.0,Working Professionals,Fullstack Program,Closed,16-05-2021 16:47,16-05-2021 16:59,16-05-2021 16:59,fullstack-phase-3
6711.0,Working Professionals,Backend Program,Closed,16-05-2021 18:33,16-05-2021 21:36,16-05-2021 18:44,system-issues
6698.0,Working Professionals,Backend Program,Closed,16-05-2021 16:21,16-05-2021 21:37,16-05-2021 17:01,system-issues
6709.0,Student,Fullstack Program,Closed,16-05-2021 18:19,17-05-2021 12:06,17-05-2021 12:06,trial phase
6713.0,Working Professionals,Fullstack Program,Closed,16-05-2021 18:43,16-05-2021 21:36,16-05-2021 19:25,trial phase
6718.0,Working Professionals,Backend Program,Closed,16-05-2021 18:53,16-05-2021 21:33,16-05-2021 21:33,backend-phase1
6688.0,Working Professionals,Fellowship Program,Closed,16-05-2021 15:29,17-05-2021 22:34,17-05-2021 00:13,fellowship-phase-1
6724.0,Working Professionals,Backend Program,Closed,16-05-2021 19:29,17-05-2021 19:33,18-05-2021 18:19,system-issues
6750.0,Working Professionals,Fullstack Program,Closed,16-05-2021 22:02,18-05-2021 19:12,18-05-2021 19:13,fullstack-phase-2
6699.0,Student,Backend Program,Closed,16-05-2021 16:25,16-05-2021 21:24,16-05-2021 16:30,backend-phase2
6704.0,Working Professionals,Backend Program,Closed,16-05-2021 17:26,16-05-2021 19:18,16-05-2021 19:18,trial phase
6706.0,Working Professionals,Fullstack Program,Deleted,16-05-2021 18:12,16-05-2021 18:21,,fullstack-phase-2
6715.0,Working Professionals,Backend Program,Closed,16-05-2021 18:47,16-05-2021 21:27,16-05-2021 18:47,backend-phase2
6717.0,Working Professionals,Backend Program,Closed,16-05-2021 18:48,16-05-2021 21:34,16-05-2021 21:34,backend-phase1
6728.0,Working Professionals,Backend Program,Duplicate,16-05-2021 19:42,16-05-2021 21:18,,backend-phase2
6748.0,Working Professionals,Backend Program,Closed,16-05-2021 20:49,21-05-2021 17:44,18-05-2021 18:16,backend-phase-3
6761.0,Working Professionals,Fullstack Program,Closed,17-05-2021 03:27,18-05-2021 19:12,18-05-2021 18:19,fullstack-phase-1
6716.0,Working Professionals,Backend Program,Closed,16-05-2021 18:47,16-05-2021 21:34,16-05-2021 18:47,backend-phase1
6719.0,Working Professionals,Backend Program,Closed,16-05-2021 19:12,16-05-2021 21:15,16-05-2021 21:15,backend-phase2
6739.0,Student,Backend Program,Closed,16-05-2021 20:10,18-05-2021 21:52,16-05-2021 21:17,backend-phase2
6751.0,Working Professionals,Fullstack Program,Closed,16-05-2021 22:03,18-05-2021 11:27,18-05-2021 19:13,fullstack-phase-2
6752.0,Working Professionals,Fullstack Program,Closed,16-05-2021 22:05,18-05-2021 11:27,18-05-2021 19:13,fullstack-phase-2
6754.0,Working Professionals,Backend Program,Closed,16-05-2021 22:42,18-05-2021 15:17,18-05-2021 18:17,backend-phase2
6723.0,Student,Fellowship Program,Resolved,16-05-2021 19:29,16-05-2021 21:32,16-05-2021 19:40,system-issues
6727.0,Student,Fullstack Program,Duplicate,16-05-2021 19:40,16-05-2021 20:26,,fullstack-phase-2
6729.0,Working Professionals,Backend Program,Duplicate,16-05-2021 19:42,16-05-2021 21:17,16-05-2021 21:17,backend-phase2
6741.0,Working Professionals,Backend Program,Closed,16-05-2021 20:14,17-05-2021 22:33,16-05-2021 20:17,backend-phase1
6757.0,Student,Fullstack Program,Closed,17-05-2021 00:26,17-05-2021 12:10,17-05-2021 07:55,fullstack-phase-1
6732.0,Working Professionals,Fullstack Program,Deleted,16-05-2021 19:44,16-05-2021 19:54,,fullstack-phase-1
6744.0,Working Professionals,Backend Program,Closed,16-05-2021 20:31,16-05-2021 21:16,16-05-2021 20:34,backend-phase-3
6745.0,Student,Fullstack Program,Closed,16-05-2021 20:38,18-05-2021 17:16,18-05-2021 19:24,fullstack-phase-1
6731.0,Working Professionals,Backend Program,Duplicate,16-05-2021 19:42,16-05-2021 21:14,,backend-phase2
6736.0,Working Professionals,Fullstack Program,Closed,16-05-2021 19:54,17-05-2021 12:07,16-05-2021 21:22,fullstack-phase-2
6738.0,Student,Backend Program,Deleted,16-05-2021 20:06,16-05-2021 20:06,,backend-phase2
6743.0,Student,Fullstack Program,Closed,16-05-2021 20:28,18-05-2021 19:12,16-05-2021 21:31,fullstack-phase-3
6756.0,Working Professionals,Fullstack Program,Closed,16-05-2021 23:22,19-05-2021 10:57,18-05-2021 18:20,fullstack-phase-2
6734.0,Working Professionals,Fullstack Program,Deleted,16-05-2021 19:45,16-05-2021 19:54,,fullstack-phase-1
6737.0,Student,Fullstack Program,Closed,16-05-2021 19:58,19-05-2021 17:12,16-05-2021 20:16,fullstack-phase-2
6742.0,Working Professionals,Backend Program,Closed,16-05-2021 20:21,17-05-2021 12:08,17-05-2021 12:08,backend-phase2
6747.0,Student,Fullstack Program,Closed,16-05-2021 20:42,18-05-2021 21:53,16-05-2021 21:12,fullstack-phase-2
6764.0,Working Professionals,Fullstack Program,Closed,17-05-2021 03:42,18-05-2021 15:09,18-05-2021 19:15,fullstack-phase-1
6770.0,Student,Fullstack Program,Deleted,17-05-2021 09:15,17-05-2021 09:16,,fullstack-phase-3
6760.0,Student,Fullstack Program,Closed,17-05-2021 00:44,18-05-2021 20:16,18-05-2021 19:24,fullstack-phase-3
6766.0,Working Professionals,Fullstack Program,Duplicate,17-05-2021 08:13,19-05-2021 21:55,18-05-2021 18:20,fullstack-phase-1
6775.0,Working Professionals,Backend Program,Duplicate,17-05-2021 10:26,18-05-2021 18:50,18-05-2021 19:25,fullstack-phase-1
6755.0,Working Professionals,Fellowship Program,Closed,16-05-2021 23:12,18-05-2021 22:54,16-05-2021 23:28,fellowship-phase-1
6759.0,Working Professionals,Backend Program,Closed,17-05-2021 00:33,18-05-2021 19:12,18-05-2021 18:16,backend-phase2
6762.0,Working Professionals,Fullstack Program,Duplicate,17-05-2021 03:27,18-05-2021 15:10,,fullstack-phase-1
6790.0,Student,Fullstack Program,Closed,17-05-2021 12:24,20-05-2021 11:25,18-05-2021 18:20,fullstack-phase-1
6767.0,Working Professionals,Fullstack Program,Closed,17-05-2021 08:43,18-05-2021 23:29,18-05-2021 18:17,fullstack-phase-3
6781.0,Working Professionals,Backend Program,Closed,17-05-2021 11:20,18-05-2021 11:32,18-05-2021 18:16,trial phase
6788.0,Working Professionals,Backend Program,Closed,17-05-2021 12:05,18-05-2021 18:46,17-05-2021 12:43,system-issues
6773.0,Student,Fullstack Program,Resolved,17-05-2021 10:04,18-05-2021 22:17,18-05-2021 22:08,fullstack-phase-4
6780.0,Student,Fullstack Program,Deleted,17-05-2021 11:16,17-05-2021 12:08,,fullstack-phase-2
6782.0,Working Professionals,Fellowship Program,Duplicate,17-05-2021 11:35,18-05-2021 19:06,,fellowship-phase-1
6783.0,Working Professionals,Fellowship Program,Closed,17-05-2021 11:36,18-05-2021 21:00,18-05-2021 18:19,fellowship-phase-1
6784.0,Working Professionals,Fellowship Program,Duplicate,17-05-2021 11:38,18-05-2021 11:33,,fellowship-phase-1
6785.0,Working Professionals,Fellowship Program,Duplicate,17-05-2021 11:39,18-05-2021 11:33,18-05-2021 18:19,fellowship-phase-1
6787.0,Student,Fullstack Program,Closed,17-05-2021 11:46,18-05-2021 11:34,18-05-2021 18:20,fullstack-phase-1
6771.0,Student,Fullstack Program,Closed,17-05-2021 09:24,18-05-2021 19:08,18-05-2021 18:20,fullstack-phase-3
6774.0,Working Professionals,Fellowship Program,Resolved,17-05-2021 10:23,18-05-2021 22:00,17-05-2021 11:19,system-issues
